1 4.60349 0.0187458 0.353222 0.0206353 4.80147 0.104847
2 0 0 0.0004 0.0012 0.0001906 3.66966e-05
3 6.77122 1.39742 0.0032001 0.00499625 3.49392 0.706157
4 7.21085 1.06723 0.004 0.004 3.79049 0.557857
5 4.36107 0.637989 0.0032 0.004996 2.26689 0.307848
